PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,S,Mr,Unknown,4,Small,1,C.A.,Middle,Middle-Class Passenger,3,Adult,Mr,0,West,Southampton,55.5,Mr_Adult,72.0,9.25
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Unknown,Mr,0,Hagland,Southampton,59.900099999999995,Mr_Unknown,,19.9667
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Foreman,Cherbourg,27.75,Mr_Adult,30.0,27.75
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,Mr,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Goldenberg,Cherbourg,89.1042,Mr_Adult,49.0,44.5521
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Unknown,Mr,1,Peduzzi,Southampton,24.150000000000002,Mr_Unknown,,8.05
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jalsevac,Cherbourg,23.6874,Mr_Adult,87.0,7.8958
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,Mr,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Millet,Southampton,26.55,Mr_Senior,65.0,26.55
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,Mrs,D,2,Small,1,None,Middle,Middle-Class Passenger,1,Unknown,Mrs,0,Kenyon,Southampton,51.8625,Mrs_Unknown,,51.8625
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,S,Miss,Unknown,1,Solo,0,F.C.C.,Middle,Middle-Class Passenger,1,Adult,Miss,1,Toomey,Southampton,21.0,Miss_Adult,100.0,10.5
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,O'Connor,Queenstown,23.25,Mr_Unknown,,7.75
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,Mr,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Anderson,Southampton,26.55,Mr_Adult,48.0,26.55
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Morley,Southampton,24.150000000000002,Mr_Adult,102.0,8.05
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,Mr,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Gee,Southampton,38.5,Mr_Adult,47.0,38.5
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Milling,Southampton,26.0,Mr_Adult,96.0,13.0
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,Mr,Unknown,1,Solo,0,A/S,Low,Migrant,1,Unknown,Mr,1,Maisner,Southampton,24.150000000000002,Mr_Unknown,,8.05
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,Mr,Unknown,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Adult,Mr,1,Goncalves,Southampton,21.15,Mr_Adult,114.0,7.05
467,0,2,"Campbell, Mr. William",male,,0,0,239853,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,3,Unknown,Mr,1,Campbell,Southampton,0.0,Mr_Unknown,,0.0
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Smart,Southampton,26.55,Mr_Adult,56.0,26.55
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Scanlan,Queenstown,23.174999999999997,Mr_Unknown,,7.725
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,Miss,Unknown,4,Small,1,None,Low,Low-Class Passenger,4,Child,Miss,0,Baclini,Cherbourg,57.774899999999995,Miss_Child,2.25,4.814575
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Keefe,Southampton,21.75,Mr_Unknown,,7.25
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Cacic,Southampton,25.987499999999997,Mr_Adult,114.0,8.6625
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,,S,Mrs,Unknown,4,Small,1,C.A.,Middle,Middle-Class Passenger,3,Adult,Mrs,0,West,Southampton,55.5,Mrs_Adult,66.0,9.25
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Mrs,D,1,Solo,0,SC/AH,Middle,Migrant,1,Adult,Mrs,1,Jerwan,Cherbourg,27.5834,Mrs_Adult,46.0,13.7917
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Strandberg,Southampton,29.512500000000003,Miss_Adult,66.0,9.8375
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52.0,A14,S,Mr,A,1,Solo,0,None,Middle,Middle-Class Passenger,2,Unknown,Mr,1,Clifford,Southampton,52.0,Mr_Unknown,,26.0
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Renouf,Southampton,42.0,Mr_Adult,68.0,10.5
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Adult,Mr,0,Braund,Southampton,21.1374,Mr_Adult,87.0,7.0458
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Karlsson,Southampton,22.5624,Mr_Adult,66.0,7.5208
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,S,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Child,Miss,0,Hirvonen,Southampton,36.8625,Miss_Child,6.0,12.2875
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,,S,Master,Unknown,8,Large,2,CA,Low,Low-Class Passenger,6,Child,Master,0,Goodwin,Southampton,140.7,Master_Child,27.0,7.816666666666666
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,1,Unknown,Mr,1,Frost,Southampton,0.0,Mr_Unknown,,0.0
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,,S,Mr,Unknown,1,Solo,0,A/5,Employee,Migrant,1,Adult,Mr,1,Rouse,Southampton,24.150000000000002,Mr_Adult,150.0,8.05
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,,S,Mrs,Unknown,1,Solo,0,None,Low,Migrant,1,Senior,Mrs,1,Turkula,Southampton,28.762500000000003,Mrs_Senior,189.0,9.5875
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,Mr,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Bishop,Cherbourg,91.0792,Mr_Adult,25.0,45.5396
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,Miss,Unknown,5,Large,2,None,Low,Low-Class Passenger,4,Unknown,Miss,0,Lefebre,Southampton,76.4001,Miss_Unknown,,6.366675
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,Mrs,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Hoyt,Southampton,90.0,Mrs_Adult,35.0,45.0
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,Mr,B,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Kent,Cherbourg,29.7,Mr_Adult,58.0,29.7
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,S,Mr,Unknown,1,Solo,0,A.5.,Low,Migrant,1,Adult,Mr,1,Somerton,Southampton,24.150000000000002,Mr_Adult,90.0,8.05
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,S,Master,Unknown,3,Small,1,C.A.,Low,Low-Class Passenger,2,Child,Master,0,Coutts,Southampton,47.7,Master_Child,27.0,7.95
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Unknown,Mr,0,Hagland,Southampton,59.900099999999995,Mr_Unknown,,19.9667
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S,Mr,Unknown,1,Solo,0,SOTON/OQ,Low,Migrant,1,Adult,Mr,1,Windelov,Southampton,21.75,Mr_Adult,63.0,7.25
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Molson,Southampton,30.5,Mr_Adult,55.0,30.5
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,,C,Mr,Unknown,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Senior,Mr,1,Artagaveytia,Cherbourg,49.5042,Mr_Senior,71.0,49.5042
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,S,Mr,Unknown,1,Solo,0,A/4,Employee,Migrant,1,Adult,Mr,1,Stanley,Southampton,24.150000000000002,Mr_Adult,63.0,8.05
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Unknown,Mr,1,Yousseff,Cherbourg,43.3749,Mr_Unknown,,7.22915
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C,Miss,D,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Miss,0,Eustis,Cherbourg,78.2667,Miss_Adult,54.0,39.13335
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,Mr,Unknown,1,Solo,0,C.A.,Low,Low-Class Passenger,1,Unknown,Mr,1,Shellard,Southampton,45.3,Mr_Unknown,,15.1
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,S,Mrs,C,4,Small,1,None,Wealthy,Wealthy Passenger,4,Adult,Mrs,0,Allison,Southampton,151.55,Mrs_Adult,25.0,37.8875
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Svensson,Southampton,23.3874,Mr_Adult,72.0,7.7958
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Calic,Southampton,25.987499999999997,Mr_Teen,51.0,8.6625
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Canavan,Queenstown,23.25,Miss_Adult,63.0,7.75
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,O'Sullivan,Queenstown,22.8876,Miss_Unknown,,7.6292
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Laitinen,Southampton,28.762500000000003,Miss_Adult,111.0,9.5875
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,S,Miss,B,1,Solo,0,None,Middle,Middle-Class Passenger,3,Teen,Miss,1,Maioni,Southampton,86.5,Miss_Teen,16.0,28.833333333333332
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C,Mr,C,2,Small,1,PC,Wealthy,Wealthy Passenger,2,Teen,Mr,0,Penasco y Castellana,Cherbourg,108.9,Mr_Teen,18.0,54.45
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,S,Mrs,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Quick,Southampton,52.0,Mrs_Adult,66.0,13.0
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Bradley,Southampton,26.55,Mr_Unknown,,26.55
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,S,Mr,Unknown,1,Solo,0,C,Low,Low-Class Passenger,1,Adult,Mr,1,Olsen,Southampton,67.57499999999999,Mr_Adult,84.0,22.525
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,7,Adult,Mr,1,Lang,Southampton,169.4874,Mr_Adult,78.0,8.070828571428573
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Daly,Queenstown,23.25,Mr_Adult,87.0,7.75
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,Mr,Unknown,1,Solo,0,SOTON/OQ,Low,Migrant,1,Unknown,Mr,1,Webber,Southampton,24.150000000000002,Mr_Unknown,,8.05
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,Mr,E,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mr,1,McGough,Southampton,26.2875,Mr_Adult,36.0,26.2875
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,,C,Mrs,Unknown,2,Small,1,PC,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Rothschild,Cherbourg,59.4,Mrs_Adult,54.0,59.4
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Coleff,Southampton,22.4874,Mr_Adult,72.0,7.4958
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S,Mr,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Walker,Southampton,34.0208,Mr_Adult,47.0,34.0208
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,Mrs,F,1,Solo,0,C.A.,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Lemore,Southampton,21.0,Mrs_Adult,68.0,10.5
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,3,Unknown,Mr,1,Ryan,Queenstown,72.44999999999999,Mr_Unknown,,8.049999999999999
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Angle,Southampton,52.0,Mrs_Adult,72.0,26.0
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Pavlovic,Southampton,23.6874,Mr_Adult,96.0,7.8958
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,Miss,B,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Miss,1,Perreault,Southampton,93.5,Miss_Adult,30.0,46.75
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Vovk,Southampton,23.6874,Mr_Adult,66.0,7.8958
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Lahoud,Cherbourg,21.674999999999997,Mr_Unknown,,7.225
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,Mrs,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Hippach,Cherbourg,57.9792,Mrs_Adult,44.0,28.9896
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Kassem,Cherbourg,21.6876,Mr_Unknown,,7.2292
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Farrell,Queenstown,23.25,Mr_Adult,121.5,7.75
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,,S,Miss,Unknown,1,Solo,0,W./C.,Middle,Middle-Class Passenger,1,Adult,Miss,1,Ridsdale,Southampton,21.0,Miss_Adult,100.0,10.5
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S,Mr,C,1,Solo,0,PC,Wealthy,Wealthy Passenger,1,Unknown,Mr,1,Farthing,Southampton,221.7792,Mr_Unknown,,221.7792
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Salonen,Southampton,23.775,Mr_Adult,117.0,7.925
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,,S,Mr,Unknown,4,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Hocking,Southampton,23.0,Mr_Adult,46.0,11.5
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,,S,Miss,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Child,Miss,0,Quick,Southampton,52.0,Miss_Child,4.0,13.0
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Toufik,Cherbourg,21.6876,Mr_Unknown,,7.2292
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,,C,Mr,Unknown,3,Small,1,None,Low,Migrant,1,Teen,Mr,0,Elias,Cherbourg,21.6876,Mr_Teen,51.0,7.2292
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,22.3583,,C,Mrs,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Unknown,Mrs,0,Peter,Cherbourg,67.0749,Mrs_Unknown,,11.17915
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Cacic,Southampton,25.987499999999997,Miss_Adult,90.0,8.6625
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,,S,Miss,Unknown,3,Small,1,F.C.C.,Middle,Middle-Class Passenger,3,Child,Miss,0,Hart,Southampton,52.5,Miss_Child,14.0,8.75
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S,Mr,B,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Butt,Southampton,26.55,Mr_Adult,45.0,26.55
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,,C,Miss,Unknown,1,Solo,0,PC,Wealthy,Wealthy Passenger,2,Adult,Miss,1,LeRoy,Cherbourg,106.425,Miss_Adult,30.0,53.2125
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,1,Unknown,Mr,1,Risien,Southampton,43.5,Mr_Unknown,,14.5
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C,Miss,B,3,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Miss,0,Frolicher,Cherbourg,49.5,Miss_Adult,22.0,49.5
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,S,Miss,B,3,Small,1,WE/P,Middle,Middle-Class Passenger,2,Adult,Miss,0,Crosby,Southampton,71.0,Miss_Adult,36.0,35.5
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,,S,Miss,Unknown,7,Large,2,None,Low,Low-Class Passenger,7,Child,Miss,0,Andersson,Southampton,93.82499999999999,Miss_Child,27.0,4.4678571428571425
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,S,Miss,Unknown,7,Large,2,None,Low,Low-Class Passenger,7,Child,Miss,0,Andersson,Southampton,93.82499999999999,Miss_Child,33.0,4.4678571428571425
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Beane,Southampton,52.0,Mr_Adult,64.0,13.0
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,C,Mr,C,2,Small,1,PC,Wealthy,Wealthy Passenger,2,Adult,Mr,0,Douglas,Cherbourg,106.425,Mr_Adult,50.0,53.2125
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Nicholson,Southampton,26.0,Mr_Senior,64.0,26.0
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,S,Mrs,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Mrs,0,Beane,Southampton,52.0,Mrs_Teen,38.0,13.0
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,C,Mr,Unknown,1,Solo,0,SC/PARIS,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Padro y Manent,Cherbourg,27.725,Mr_Unknown,,13.8625
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,,S,Mr,Unknown,3,Small,1,None,Low,Low-Class Passenger,3,Adult,Mr,0,Goldsmith,Southampton,61.574999999999996,Mr_Adult,99.0,6.841666666666666
550,1,2,"Davies, Master. John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,,S,Master,Unknown,3,Small,1,C.A.,Middle,Middle-Class Passenger,2,Child,Master,0,Davies,Southampton,73.5,Master_Child,16.0,18.375
551,1,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,C,Mr,C,3,Small,1,None,Wealthy,Wealthy Passenger,4,Teen,Mr,0,Thayer,Cherbourg,110.8833,Mr_Teen,17.0,27.720825
552,0,2,"Sharp, Mr. Percival James R",male,27.0,0,0,244358,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Sharp,Southampton,52.0,Mr_Adult,54.0,26.0
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,O'Brien,Queenstown,23.4876,Mr_Unknown,,7.8292
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Leeni,Cherbourg,21.674999999999997,Mr_Adult,66.0,7.225
555,1,3,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Ohman,Southampton,23.325000000000003,Miss_Adult,66.0,7.775
556,0,1,"Wright, Mr. George",male,62.0,0,0,113807,26.55,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Wright,Southampton,26.55,Mr_Senior,62.0,26.55
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,C,Mrs,A,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Duff Gordon,Cherbourg,39.6,Mrs_Adult,48.0,39.6
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C,Mr,Unknown,1,Solo,0,PC,Wealthy,Wealthy Passenger,4,Unknown,Mr,1,Robbins,Cherbourg,227.525,Mr_Unknown,,56.88125
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S,Mrs,E,3,Small,1,None,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Taussig,Southampton,79.65,Mrs_Adult,39.0,26.55
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,,S,Mrs,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Adult,Mrs,0,de Messemaeker,Southampton,52.199999999999996,Mrs_Adult,108.0,17.4
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Morrow,Queenstown,23.25,Mr_Unknown,,7.75
562,0,3,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Sivic,Southampton,23.6874,Mr_Adult,120.0,7.8958
563,0,2,"Norman, Mr. Robert Douglas",male,28.0,0,0,218629,13.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Norman,Southampton,27.0,Mr_Adult,56.0,13.5
